customer_id,login_days_30d,order_count_90d,membership_months,days_since_last_login,monthly_fee,support_tickets_90d,contract_type,region,device_type,next_30d_churn
403,9,5.0,55,50,56751.0,0.0,two_year,,mobile,0
404,30,6.0,25,10,57559.0,0.0,two_year,gyeonggi,mobile,0
405,15,,64,18,74656.0,2.0,two_year,other,desktop,1
406,15,3.0,27,28,46012.0,2.0,monthly,gyeonggi,mobile,1
407,13,0.0,19,22,50825.0,1.0,monthly,,mobile,0
408,4,4.0,10,10,31938.0,1.0,monthly,seoul,desktop,0
409,28,2.0,61,39,37242.0,2.0,monthly,seoul,mobile,0
410,0,2.0,22,1,47233.0,3.0,two_year,other,tablet,0
411,5,4.0,59,59,54161.0,1.0,annual,other,tablet,0
412,7,3.0,7,3,81536.0,0.0,monthly,gyeonggi,mobile,1
413,8,2.0,37,20,63040.0,0.0,monthly,seoul,mobile,0
414,4,3.0,31,56,41319.0,0.0,monthly,seoul,desktop,1
415,0,5.0,32,9,44080.0,3.0,two_year,gyeonggi,mobile,0
416,21,3.0,13,4,75621.0,2.0,annual,other,mobile,0
417,30,3.0,6,45,71899.0,2.0,monthly,seoul,mobile,0
418,3,,25,4,55422.0,2.0,monthly,,mobile,0
419,9,2.0,34,54,48362.0,1.0,monthly,gyeonggi,desktop,1
420,15,2.0,58,27,71874.0,4.0,monthly,gyeonggi,desktop,0
421,28,4.0,34,53,40100.0,2.0,two_year,gyeonggi,desktop,0
422,21,2.0,18,14,60880.0,2.0,annual,gyeonggi,desktop,0
423,23,2.0,19,8,89090.0,2.0,monthly,,desktop,0
424,18,3.0,45,58,58080.0,0.0,annual,seoul,mobile,0
425,12,3.0,32,46,43366.0,0.0,monthly,gyeonggi,tablet,1
426,6,3.0,65,55,61156.0,1.0,monthly,gyeonggi,tablet,0
427,26,3.0,32,19,47950.0,0.0,annual,gyeonggi,desktop,0
428,24,0.0,41,24,34088.0,0.0,monthly,other,desktop,0
429,0,3.0,5,35,65516.0,0.0,monthly,gyeonggi,mobile,1
430,22,4.0,14,27,71768.0,2.0,annual,gyeonggi,mobile,0
431,2,3.0,62,14,50336.0,0.0,two_year,seoul,desktop,0
432,22,2.0,25,22,49341.0,0.0,monthly,gyeonggi,mobile,0
433,25,2.0,31,37,40577.0,0.0,annual,seoul,mobile,0
434,4,4.0,43,2,,1.0,monthly,seoul,mobile,1
435,13,5.0,5,20,46564.0,2.0,annual,gyeonggi,desktop,0
436,3,,37,17,39835.0,1.0,monthly,gyeonggi,mobile,0
437,17,3.0,25,4,83383.0,0.0,annual,other,mobile,0
438,28,7.0,11,7,61997.0,2.0,monthly,gyeonggi,mobile,0
439,2,4.0,31,30,63586.0,2.0,two_year,other,mobile,0
440,12,2.0,33,6,68251.0,1.0,two_year,seoul,mobile,0
441,30,1.0,14,21,66566.0,0.0,monthly,gyeonggi,mobile,0
442,9,3.0,40,34,48803.0,0.0,annual,other,desktop,0
443,4,,54,53,59088.0,2.0,monthly,seoul,mobile,0
444,15,0.0,20,6,50965.0,0.0,annual,,mobile,0
445,15,,70,26,61577.0,2.0,monthly,gyeonggi,mobile,0
446,20,0.0,45,6,60125.0,2.0,monthly,seoul,mobile,0
447,9,6.0,56,26,49260.0,1.0,annual,gyeonggi,desktop,0
448,29,5.0,6,29,35061.0,0.0,monthly,seoul,mobile,0
449,16,2.0,56,48,57194.0,1.0,annual,seoul,mobile,0
450,8,2.0,25,26,51936.0,1.0,annual,seoul,desktop,0
451,29,2.0,52,57,26644.0,5.0,monthly,seoul,mobile,1
452,28,1.0,58,8,62615.0,1.0,monthly,seoul,desktop,0
453,15,1.0,19,3,69480.0,2.0,annual,other,tablet,0
454,0,2.0,19,0,92925.0,0.0,annual,seoul,desktop,0
455,18,5.0,5,21,49132.0,1.0,monthly,other,tablet,0
456,17,5.0,44,11,46919.0,,monthly,gyeonggi,mobile,0
457,4,1.0,56,5,,2.0,annual,seoul,mobile,0
458,19,3.0,30,14,58130.0,0.0,annual,,mobile,0
459,26,3.0,12,59,58035.0,,annual,other,mobile,1
460,3,1.0,23,48,42831.0,3.0,monthly,gyeonggi,mobile,1
461,22,3.0,30,1,52376.0,2.0,annual,other,mobile,0
462,4,3.0,66,55,25320.0,2.0,annual,seoul,mobile,0
463,23,,9,12,68896.0,4.0,monthly,gyeonggi,mobile,0
464,12,5.0,25,24,43440.0,2.0,monthly,other,desktop,0
465,0,3.0,46,19,54480.0,2.0,monthly,other,mobile,0
466,29,2.0,18,24,33600.0,2.0,annual,seoul,mobile,0
467,5,3.0,64,46,46265.0,2.0,,other,mobile,0
468,18,3.0,66,43,50806.0,3.0,annual,,desktop,1
469,5,0.0,28,36,54831.0,1.0,annual,other,mobile,1
470,28,0.0,54,38,,0.0,monthly,gyeonggi,desktop,0
471,22,2.0,55,44,76586.0,1.0,annual,gyeonggi,mobile,0
472,24,2.0,50,11,65991.0,2.0,annual,seoul,mobile,0
473,13,2.0,14,24,69432.0,3.0,monthly,,tablet,1
474,14,3.0,4,6,,1.0,,seoul,mobile,0
475,19,2.0,26,42,63546.0,0.0,annual,gyeonggi,mobile,0
476,24,6.0,10,26,54449.0,2.0,monthly,gyeonggi,mobile,0
477,26,5.0,22,38,70137.0,1.0,annual,gyeonggi,mobile,0
478,0,2.0,46,34,71095.0,2.0,annual,gyeonggi,mobile,1
479,20,1.0,43,16,64728.0,1.0,monthly,gyeonggi,mobile,0
480,3,2.0,16,8,33181.0,,two_year,gyeonggi,mobile,1
481,8,3.0,2,59,42378.0,1.0,annual,gyeonggi,tablet,1
482,25,1.0,17,17,50877.0,2.0,annual,gyeonggi,mobile,1
483,7,6.0,33,6,66694.0,1.0,monthly,gyeonggi,mobile,1
484,24,6.0,57,18,54680.0,0.0,monthly,other,desktop,0
485,14,,27,55,72053.0,3.0,monthly,gyeonggi,mobile,1
486,7,0.0,21,15,74729.0,1.0,annual,seoul,desktop,0
487,10,5.0,40,60,72988.0,3.0,annual,gyeonggi,mobile,1
488,16,4.0,6,28,73083.0,2.0,annual,seoul,desktop,1
489,23,4.0,17,52,39445.0,3.0,,seoul,tablet,0
490,18,4.0,3,39,62240.0,2.0,annual,other,mobile,1
491,28,5.0,38,2,45887.0,1.0,annual,,desktop,0
492,26,1.0,32,31,30264.0,5.0,annual,gyeonggi,desktop,0
493,23,1.0,42,25,50688.0,1.0,annual,other,desktop,0
494,18,,45,12,74871.0,3.0,two_year,seoul,mobile,0
495,8,1.0,29,33,61911.0,1.0,monthly,seoul,mobile,1
496,12,,63,6,85267.0,1.0,annual,seoul,mobile,0
497,3,3.0,67,42,57658.0,0.0,two_year,seoul,tablet,0
498,11,5.0,8,50,91717.0,0.0,annual,gyeonggi,mobile,1
499,28,1.0,67,5,57663.0,1.0,monthly,other,mobile,0
500,13,4.0,15,29,55337.0,1.0,two_year,gyeonggi,desktop,0
501,3,6.0,18,39,35809.0,,monthly,seoul,mobile,0
502,20,1.0,39,3,71658.0,2.0,monthly,gyeonggi,desktop,0
503,29,2.0,3,23,47468.0,1.0,monthly,seoul,mobile,0
504,26,2.0,27,15,45294.0,0.0,monthly,gyeonggi,desktop,0
505,8,4.0,15,2,74218.0,1.0,monthly,gyeonggi,mobile,0
506,14,7.0,35,49,72373.0,2.0,monthly,seoul,mobile,0
507,16,,59,27,71981.0,1.0,two_year,other,mobile,0
508,7,3.0,67,45,,1.0,monthly,gyeonggi,mobile,1
509,8,2.0,16,35,54235.0,3.0,annual,seoul,mobile,1
510,7,3.0,40,53,54102.0,0.0,two_year,gyeonggi,mobile,0
511,30,4.0,35,60,66738.0,1.0,annual,gyeonggi,desktop,0
512,23,1.0,30,36,78303.0,2.0,monthly,seoul,mobile,0
513,26,2.0,46,21,,0.0,monthly,seoul,mobile,0
514,25,5.0,72,25,84623.0,0.0,annual,gyeonggi,mobile,0
515,29,0.0,30,50,68458.0,1.0,annual,other,mobile,0
516,3,3.0,5,26,51478.0,2.0,annual,gyeonggi,desktop,1
517,27,7.0,66,31,67431.0,0.0,monthly,,mobile,0
518,2,1.0,68,11,80589.0,2.0,annual,gyeonggi,desktop,0
519,14,2.0,24,60,84974.0,1.0,annual,gyeonggi,desktop,1
520,18,0.0,37,39,72803.0,1.0,annual,,desktop,0
521,11,2.0,63,20,55385.0,3.0,two_year,seoul,desktop,0
522,4,5.0,37,35,51750.0,2.0,annual,other,mobile,0
523,5,2.0,35,24,63641.0,1.0,annual,other,tablet,0
524,25,5.0,67,9,80110.0,1.0,annual,other,desktop,0
525,9,1.0,60,53,61507.0,4.0,annual,seoul,mobile,0
526,9,2.0,37,54,61818.0,0.0,annual,gyeonggi,mobile,0
527,28,6.0,12,50,55771.0,1.0,monthly,gyeonggi,mobile,0
528,4,7.0,32,22,50082.0,2.0,annual,seoul,desktop,1
529,28,4.0,49,15,52568.0,1.0,annual,seoul,mobile,0
530,28,2.0,20,3,57031.0,0.0,monthly,other,desktop,0
531,18,5.0,39,44,80771.0,2.0,monthly,gyeonggi,mobile,1
532,5,2.0,48,20,51404.0,1.0,annual,gyeonggi,mobile,0
533,4,7.0,7,54,55789.0,0.0,annual,seoul,mobile,0
534,8,8.0,42,53,42019.0,0.0,monthly,gyeonggi,mobile,0
535,17,2.0,54,7,,3.0,monthly,seoul,mobile,0
536,4,3.0,16,55,75500.0,1.0,monthly,,desktop,0
537,14,3.0,40,8,79367.0,2.0,two_year,gyeonggi,mobile,1
538,3,4.0,52,29,58050.0,1.0,two_year,seoul,tablet,0
539,16,5.0,4,28,63615.0,2.0,annual,other,desktop,1
540,0,3.0,47,58,52697.0,2.0,monthly,gyeonggi,desktop,0
541,21,3.0,19,40,62920.0,2.0,annual,seoul,mobile,0
542,1,4.0,29,53,59709.0,1.0,annual,seoul,desktop,0
543,6,5.0,47,36,55874.0,,two_year,gyeonggi,tablet,0
544,5,4.0,1,50,57066.0,2.0,monthly,seoul,desktop,1
545,25,5.0,2,51,61779.0,0.0,monthly,seoul,mobile,1
546,1,3.0,33,52,50588.0,2.0,annual,gyeonggi,desktop,1
547,13,2.0,69,25,51363.0,,monthly,,mobile,0
548,18,2.0,1,23,80610.0,2.0,annual,gyeonggi,mobile,0
549,15,4.0,57,60,95658.0,1.0,annual,gyeonggi,desktop,1
550,21,3.0,6,46,36934.0,0.0,monthly,seoul,desktop,1
551,24,2.0,36,55,36108.0,2.0,monthly,,mobile,0
552,12,3.0,32,35,40643.0,,annual,gyeonggi,mobile,1
553,25,2.0,34,56,53451.0,3.0,,gyeonggi,desktop,1
554,9,2.0,6,43,68437.0,2.0,monthly,seoul,mobile,1
555,30,3.0,55,45,63869.0,0.0,monthly,gyeonggi,mobile,1
556,15,2.0,20,10,57580.0,1.0,annual,seoul,desktop,0
557,22,1.0,56,34,62934.0,1.0,monthly,gyeonggi,desktop,1
558,27,3.0,48,44,,1.0,annual,seoul,mobile,0
559,24,8.0,40,46,51338.0,2.0,annual,other,mobile,0
560,26,1.0,23,58,54699.0,2.0,monthly,seoul,mobile,1
561,16,5.0,47,19,31237.0,0.0,annual,other,mobile,0
562,1,2.0,72,18,37580.0,2.0,annual,other,desktop,0
563,15,4.0,67,59,38177.0,1.0,monthly,gyeonggi,desktop,1
564,5,1.0,66,60,66462.0,0.0,annual,seoul,mobile,0
565,27,2.0,16,10,58680.0,1.0,two_year,seoul,mobile,0
566,7,5.0,43,23,64166.0,1.0,annual,other,mobile,0
567,7,2.0,29,57,27405.0,1.0,monthly,gyeonggi,mobile,1
568,7,8.0,70,12,32746.0,3.0,annual,gyeonggi,mobile,0
569,19,1.0,69,47,64948.0,1.0,monthly,seoul,mobile,1
570,17,1.0,63,6,13320.0,1.0,annual,other,desktop,0
571,29,2.0,12,10,73369.0,0.0,annual,seoul,mobile,0
572,12,1.0,23,47,27650.0,3.0,monthly,seoul,desktop,0
573,8,2.0,52,37,67650.0,0.0,monthly,seoul,mobile,1
574,1,0.0,54,33,41671.0,2.0,two_year,gyeonggi,desktop,0
575,0,3.0,26,52,70734.0,0.0,monthly,,tablet,1
576,11,3.0,10,18,103122.0,0.0,annual,other,mobile,0
577,28,6.0,10,30,20902.0,2.0,annual,seoul,mobile,0
578,16,2.0,50,37,65431.0,0.0,annual,seoul,desktop,0
579,27,5.0,33,45,27878.0,0.0,monthly,other,mobile,1
580,3,0.0,36,20,61402.0,0.0,monthly,gyeonggi,mobile,1
581,2,3.0,59,38,51898.0,1.0,monthly,seoul,mobile,1
582,25,2.0,2,27,56947.0,4.0,annual,seoul,desktop,1
583,3,1.0,55,33,41325.0,0.0,two_year,gyeonggi,mobile,0
584,1,4.0,20,52,66708.0,1.0,two_year,other,mobile,0
585,12,6.0,68,24,33275.0,0.0,monthly,gyeonggi,mobile,0
586,28,2.0,69,40,73625.0,1.0,monthly,seoul,desktop,0
587,21,2.0,37,57,48861.0,0.0,monthly,gyeonggi,mobile,1
588,3,2.0,23,46,33960.0,2.0,two_year,seoul,desktop,0
589,25,2.0,17,60,78924.0,1.0,monthly,other,desktop,1
590,26,1.0,14,35,53990.0,0.0,monthly,seoul,mobile,0
591,24,2.0,72,17,83615.0,1.0,annual,seoul,mobile,0
592,27,1.0,14,60,73320.0,1.0,annual,gyeonggi,desktop,1
593,7,1.0,33,39,43028.0,2.0,monthly,seoul,desktop,1
594,30,3.0,35,14,53725.0,4.0,annual,seoul,mobile,0
595,9,0.0,49,19,,2.0,monthly,gyeonggi,mobile,0
596,24,2.0,61,15,77895.0,2.0,monthly,gyeonggi,mobile,0
597,17,5.0,41,50,,5.0,monthly,other,mobile,1
598,24,4.0,55,5,57644.0,2.0,monthly,seoul,mobile,0
599,19,4.0,41,45,52002.0,2.0,two_year,seoul,mobile,0
600,19,3.0,32,33,54242.0,1.0,annual,gyeonggi,mobile,0
601,19,3.0,12,4,74569.0,0.0,annual,gyeonggi,desktop,0
602,24,2.0,16,37,,1.0,monthly,seoul,desktop,1
603,22,1.0,32,45,49075.0,1.0,annual,other,desktop,0
604,4,2.0,4,44,46532.0,1.0,two_year,other,desktop,0
605,25,2.0,23,32,46694.0,0.0,monthly,seoul,desktop,0
606,16,5.0,34,20,33969.0,1.0,two_year,other,mobile,0
607,10,4.0,35,9,43744.0,0.0,annual,gyeonggi,desktop,0
608,15,1.0,59,0,77476.0,0.0,annual,seoul,mobile,0
609,29,1.0,70,21,51901.0,0.0,monthly,,mobile,0
610,26,3.0,53,38,65566.0,1.0,annual,seoul,tablet,0
611,25,2.0,6,2,17819.0,1.0,annual,seoul,desktop,0
612,14,5.0,30,60,63525.0,2.0,two_year,other,mobile,0
613,24,3.0,53,35,52580.0,2.0,two_year,gyeonggi,desktop,0
614,11,0.0,43,17,47778.0,4.0,monthly,seoul,mobile,1
615,21,4.0,33,58,57714.0,2.0,two_year,gyeonggi,mobile,0
616,19,3.0,32,11,47563.0,0.0,two_year,other,mobile,0
617,7,2.0,30,58,23142.0,0.0,annual,gyeonggi,mobile,0
618,8,2.0,42,17,68834.0,1.0,monthly,other,desktop,0
619,1,8.0,13,23,58645.0,0.0,monthly,other,mobile,1
620,4,2.0,38,25,50291.0,2.0,monthly,seoul,mobile,1
621,13,1.0,15,60,40507.0,3.0,monthly,gyeonggi,tablet,1
622,14,3.0,50,15,32952.0,0.0,two_year,gyeonggi,mobile,0
623,5,4.0,63,59,58358.0,1.0,monthly,other,mobile,1
624,12,3.0,37,21,79202.0,1.0,annual,seoul,mobile,0
625,18,4.0,28,17,58047.0,5.0,annual,seoul,mobile,0
626,7,3.0,68,38,34259.0,4.0,annual,seoul,mobile,0
627,10,5.0,48,42,58377.0,0.0,monthly,gyeonggi,desktop,1
628,11,3.0,31,21,54200.0,5.0,annual,other,desktop,0
629,15,3.0,3,8,67961.0,0.0,annual,gyeonggi,mobile,0
630,11,2.0,2,24,64101.0,1.0,annual,gyeonggi,mobile,0
631,22,4.0,16,32,10213.0,1.0,monthly,seoul,mobile,0
632,10,1.0,18,2,63179.0,1.0,annual,seoul,desktop,0
633,13,4.0,52,4,39948.0,3.0,monthly,other,mobile,0
634,11,2.0,37,55,33674.0,0.0,annual,gyeonggi,mobile,1
635,5,8.0,72,2,52173.0,3.0,monthly,other,tablet,0
636,21,3.0,39,24,61165.0,4.0,monthly,seoul,desktop,0
637,7,3.0,66,46,30389.0,1.0,annual,seoul,mobile,1
638,9,2.0,40,20,65569.0,0.0,monthly,other,mobile,0
639,24,3.0,26,30,66450.0,2.0,two_year,seoul,mobile,0
640,29,2.0,52,5,55705.0,1.0,two_year,seoul,tablet,0
641,20,2.0,33,48,,0.0,monthly,,mobile,1
642,28,8.0,20,38,40309.0,2.0,monthly,gyeonggi,mobile,0
643,26,1.0,35,51,70389.0,1.0,monthly,other,mobile,1
644,14,4.0,48,52,32332.0,3.0,two_year,other,mobile,0
645,23,8.0,28,21,70967.0,1.0,annual,gyeonggi,mobile,0
646,10,1.0,51,2,52522.0,1.0,monthly,seoul,desktop,1
647,14,1.0,71,21,53562.0,2.0,annual,gyeonggi,mobile,0
648,16,6.0,30,8,29379.0,0.0,monthly,other,desktop,0
649,29,3.0,22,32,52799.0,1.0,annual,gyeonggi,desktop,0
650,26,4.0,29,8,64204.0,2.0,annual,other,mobile,0
651,15,2.0,61,56,34954.0,1.0,monthly,gyeonggi,desktop,1
652,20,1.0,13,36,62480.0,3.0,annual,seoul,desktop,1
653,6,3.0,71,15,56335.0,2.0,,gyeonggi,desktop,0
654,24,2.0,30,56,45344.0,3.0,annual,gyeonggi,mobile,1
655,17,4.0,61,46,67820.0,1.0,annual,seoul,mobile,0
656,16,0.0,57,26,21966.0,2.0,two_year,seoul,mobile,0
657,23,3.0,57,8,60200.0,3.0,monthly,gyeonggi,desktop,0
658,19,3.0,66,20,79292.0,0.0,two_year,seoul,mobile,0
659,2,3.0,14,35,76599.0,1.0,monthly,seoul,mobile,0
660,8,4.0,43,46,60847.0,2.0,two_year,gyeonggi,mobile,0
661,5,2.0,8,15,50475.0,,monthly,other,mobile,0
662,22,2.0,22,45,45463.0,2.0,annual,gyeonggi,desktop,1
663,1,2.0,3,17,50456.0,0.0,monthly,other,desktop,1
664,6,5.0,50,15,63157.0,0.0,two_year,other,desktop,0
665,18,1.0,44,27,42891.0,2.0,two_year,gyeonggi,mobile,0
666,21,1.0,54,9,66361.0,1.0,monthly,seoul,mobile,0
667,15,5.0,13,24,86997.0,1.0,annual,other,desktop,0
668,26,2.0,24,21,54072.0,2.0,annual,seoul,mobile,0
669,28,4.0,49,17,34834.0,1.0,monthly,other,desktop,0
670,4,1.0,60,47,34829.0,1.0,annual,gyeonggi,desktop,0
671,29,3.0,64,20,,0.0,annual,seoul,mobile,0
672,19,1.0,6,42,54104.0,1.0,annual,gyeonggi,mobile,0
673,19,5.0,29,43,,1.0,monthly,gyeonggi,desktop,0
674,2,7.0,1,40,46995.0,1.0,two_year,other,mobile,0
675,19,0.0,59,16,,1.0,monthly,seoul,desktop,0
676,22,1.0,9,50,52626.0,0.0,annual,other,mobile,1
677,18,1.0,60,14,44012.0,3.0,monthly,seoul,mobile,0
678,2,3.0,12,16,48985.0,0.0,monthly,gyeonggi,desktop,1
679,16,2.0,2,53,37044.0,3.0,monthly,other,mobile,1
680,29,2.0,64,20,,0.0,monthly,seoul,mobile,0
681,22,4.0,32,42,53554.0,2.0,annual,seoul,tablet,0
682,4,3.0,31,2,64668.0,2.0,annual,,desktop,0
683,29,1.0,47,37,46947.0,2.0,,other,desktop,0
684,29,,20,52,39221.0,2.0,annual,seoul,desktop,0
685,5,2.0,50,43,51492.0,2.0,monthly,gyeonggi,mobile,1
686,24,5.0,31,35,71518.0,2.0,monthly,other,mobile,1
687,12,2.0,20,51,47189.0,4.0,annual,seoul,mobile,0
688,18,5.0,29,18,41942.0,1.0,annual,gyeonggi,mobile,0
689,13,1.0,1,22,57332.0,0.0,annual,gyeonggi,mobile,0
690,24,2.0,22,4,62485.0,1.0,monthly,seoul,mobile,0
691,30,1.0,43,42,79643.0,1.0,annual,other,desktop,0
692,24,2.0,10,44,60306.0,1.0,monthly,seoul,mobile,0
693,28,2.0,9,45,64660.0,,annual,other,desktop,0
694,29,3.0,48,45,65789.0,0.0,monthly,gyeonggi,desktop,1
695,2,7.0,31,7,37705.0,1.0,annual,gyeonggi,tablet,0
696,7,1.0,10,40,40550.0,1.0,monthly,gyeonggi,mobile,1
697,22,1.0,54,46,38742.0,4.0,annual,seoul,tablet,0
698,18,1.0,56,12,35018.0,0.0,monthly,other,desktop,0
699,1,3.0,3,29,66932.0,0.0,annual,gyeonggi,mobile,0
700,2,1.0,15,55,59351.0,1.0,monthly,other,mobile,1
701,16,4.0,27,25,56192.0,1.0,annual,,mobile,1
702,19,4.0,53,45,16109.0,0.0,monthly,seoul,desktop,0
703,5,5.0,6,32,85832.0,1.0,,seoul,mobile,1
704,5,1.0,59,40,41586.0,2.0,annual,other,mobile,1
705,4,1.0,23,38,85777.0,2.0,monthly,seoul,desktop,1
706,17,5.0,10,39,33261.0,2.0,,gyeonggi,mobile,0
707,0,2.0,63,47,42814.0,3.0,annual,gyeonggi,mobile,0
708,17,1.0,7,55,21957.0,1.0,annual,gyeonggi,desktop,0
709,14,6.0,10,18,60432.0,2.0,,gyeonggi,tablet,0
710,14,3.0,69,56,38481.0,2.0,monthly,gyeonggi,desktop,1
711,21,0.0,38,38,38905.0,1.0,annual,other,mobile,0
712,16,2.0,34,36,34412.0,3.0,annual,seoul,mobile,0
713,22,4.0,50,19,66660.0,3.0,monthly,gyeonggi,mobile,1
714,23,,46,25,65672.0,0.0,annual,seoul,mobile,0
715,28,5.0,45,39,82181.0,,monthly,other,mobile,1
716,24,0.0,2,22,44714.0,0.0,two_year,gyeonggi,tablet,0
717,16,1.0,40,17,58282.0,1.0,annual,gyeonggi,desktop,0
718,15,3.0,21,49,35660.0,1.0,monthly,other,mobile,1
719,7,4.0,59,25,49974.0,,monthly,gyeonggi,mobile,1
720,18,3.0,37,39,47217.0,,monthly,seoul,mobile,1
721,4,3.0,9,1,61967.0,3.0,monthly,gyeonggi,mobile,0
722,28,1.0,64,4,70255.0,1.0,annual,seoul,desktop,0
723,26,3.0,21,51,69866.0,0.0,annual,other,mobile,0
724,3,0.0,20,8,42358.0,2.0,annual,gyeonggi,desktop,0
725,24,7.0,68,48,69977.0,1.0,monthly,gyeonggi,mobile,1
726,3,4.0,56,54,54339.0,1.0,annual,other,mobile,0
727,22,3.0,62,29,50131.0,,monthly,other,tablet,0
728,2,3.0,48,53,44372.0,0.0,monthly,gyeonggi,mobile,1
729,15,2.0,66,26,46601.0,1.0,two_year,seoul,mobile,0
730,20,,9,58,81135.0,2.0,annual,seoul,desktop,0
731,22,2.0,44,14,59611.0,0.0,annual,other,mobile,0
732,12,2.0,22,26,57619.0,3.0,,other,mobile,0
733,28,2.0,29,23,51066.0,3.0,monthly,gyeonggi,mobile,1
734,24,1.0,18,47,,0.0,two_year,seoul,mobile,1
735,6,5.0,15,2,74575.0,4.0,annual,seoul,mobile,0
736,20,1.0,32,50,44184.0,0.0,annual,other,mobile,0
737,22,7.0,67,1,50896.0,,monthly,seoul,desktop,0
738,10,3.0,46,19,51786.0,1.0,monthly,gyeonggi,desktop,0
739,22,2.0,26,36,,1.0,monthly,seoul,mobile,1
740,27,0.0,32,8,44482.0,3.0,monthly,seoul,mobile,0
741,25,5.0,39,29,61582.0,1.0,monthly,gyeonggi,mobile,0
742,23,,18,60,76781.0,2.0,annual,other,mobile,1
743,19,0.0,38,50,35296.0,0.0,annual,other,mobile,1
744,8,4.0,51,1,38078.0,5.0,monthly,gyeonggi,desktop,0
745,24,3.0,18,36,47753.0,1.0,annual,gyeonggi,mobile,0
746,11,4.0,43,36,48448.0,1.0,two_year,other,mobile,0
747,16,4.0,52,4,84977.0,2.0,annual,gyeonggi,desktop,0
748,9,,38,39,70026.0,,,gyeonggi,desktop,1
749,9,7.0,22,31,69165.0,2.0,annual,gyeonggi,mobile,0
750,4,3.0,40,41,51035.0,2.0,monthly,seoul,mobile,1
751,29,4.0,58,18,50705.0,1.0,monthly,seoul,tablet,0
752,4,5.0,16,15,33224.0,0.0,two_year,other,mobile,0
753,2,6.0,42,44,66726.0,2.0,,gyeonggi,desktop,1
754,29,7.0,49,44,62366.0,0.0,,seoul,desktop,0
755,17,4.0,24,9,,3.0,two_year,seoul,mobile,0
756,13,3.0,28,13,51838.0,2.0,,other,mobile,1
757,22,3.0,64,35,52873.0,1.0,monthly,gyeonggi,mobile,0
758,11,0.0,27,50,57551.0,1.0,annual,gyeonggi,mobile,1
759,3,3.0,44,12,68378.0,1.0,monthly,seoul,mobile,0
760,22,,11,13,32947.0,2.0,annual,other,desktop,0
761,5,4.0,67,49,66041.0,2.0,annual,other,desktop,0
762,17,4.0,43,42,54693.0,3.0,annual,gyeonggi,tablet,0
763,29,5.0,55,55,39120.0,1.0,monthly,seoul,tablet,0
764,29,6.0,44,47,23731.0,,annual,gyeonggi,desktop,0
765,11,6.0,26,58,52953.0,1.0,monthly,other,mobile,1
766,24,2.0,25,11,76716.0,1.0,two_year,other,mobile,0
767,18,2.0,51,16,80120.0,,monthly,other,desktop,0
768,14,4.0,62,14,60331.0,3.0,two_year,gyeonggi,desktop,0
769,4,7.0,10,3,84430.0,0.0,monthly,seoul,mobile,1
770,11,4.0,61,47,54356.0,1.0,monthly,gyeonggi,desktop,1
771,20,1.0,60,40,69300.0,1.0,annual,other,mobile,0
772,30,6.0,8,5,48232.0,2.0,monthly,seoul,mobile,0
773,0,3.0,8,12,47281.0,2.0,monthly,seoul,desktop,0
774,22,1.0,51,11,44837.0,2.0,annual,gyeonggi,mobile,0
775,26,1.0,61,24,24092.0,2.0,annual,gyeonggi,mobile,0
776,29,5.0,29,27,74306.0,0.0,monthly,other,mobile,0
777,13,2.0,47,17,45376.0,0.0,annual,seoul,mobile,0
778,3,5.0,72,56,42978.0,,two_year,seoul,mobile,0
779,8,4.0,24,12,37300.0,3.0,annual,seoul,desktop,0
780,26,3.0,17,34,51935.0,3.0,monthly,gyeonggi,mobile,0
781,27,1.0,72,26,81452.0,1.0,monthly,gyeonggi,desktop,0
782,19,4.0,21,23,86407.0,0.0,two_year,gyeonggi,mobile,1
783,3,0.0,35,50,30087.0,2.0,monthly,gyeonggi,tablet,1
784,3,2.0,32,59,49683.0,2.0,monthly,seoul,desktop,0
785,14,3.0,38,0,39485.0,1.0,annual,gyeonggi,mobile,0
786,18,3.0,20,28,69825.0,0.0,monthly,other,mobile,0
787,1,2.0,49,7,59299.0,1.0,annual,other,mobile,0
788,21,3.0,50,26,,0.0,monthly,seoul,desktop,0
789,16,4.0,15,37,56089.0,1.0,annual,gyeonggi,desktop,0
790,0,2.0,35,25,,3.0,two_year,seoul,desktop,0
791,2,3.0,5,18,79214.0,1.0,two_year,seoul,desktop,0
792,14,4.0,16,19,63204.0,1.0,two_year,seoul,mobile,0
793,22,2.0,72,18,65047.0,1.0,two_year,seoul,desktop,0
794,25,3.0,37,19,14996.0,2.0,monthly,seoul,mobile,0
795,13,1.0,45,22,53998.0,1.0,two_year,other,desktop,1
796,9,4.0,64,41,86248.0,2.0,two_year,seoul,mobile,0
797,30,2.0,52,5,74892.0,1.0,annual,gyeonggi,desktop,0
798,14,3.0,58,2,27294.0,2.0,monthly,other,mobile,0
799,9,0.0,52,31,50299.0,3.0,monthly,gyeonggi,mobile,1
800,13,4.0,36,41,36977.0,4.0,annual,gyeonggi,mobile,0
801,0,1.0,46,15,80667.0,,annual,gyeonggi,tablet,1
802,9,5.0,21,12,58664.0,1.0,monthly,seoul,mobile,0
803,15,9.0,65,38,43483.0,0.0,monthly,gyeonggi,mobile,0
804,28,6.0,13,23,55512.0,3.0,annual,gyeonggi,mobile,1
805,22,5.0,64,44,15890.0,0.0,monthly,other,mobile,0
